time,hex,lat,lon,altitude,squawk,callsign,vspeed,track,groundspeed,tas,qnh,mcp_alt,precision,gps_altitude,oat
04:10:06Z.858,4ca9bf,29.826553,34.345322,28875,7327,KGL9268,768,336.1,400,436,1013,32000,4,,-34
04:10:06Z.864,4ca9bf,29.826553,34.345322,28875,7327,KGL9268,768,336.1,400,436,1013,32000,4,,-34
04:10:06Z.869,4ca9bf,29.826553,34.345322,28875,7327,KGL9268,768,336.1,400,436,1013,32000,4,,-34
04:10:07Z.014,4ca9bf,29.826553,34.345322,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.034,4ca9bf,29.827415,34.344877,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.158,4ca9bf,29.827415,34.344877,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.464,4ca9bf,29.82816,34.3445,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.494,4ca9bf,29.82816,34.3445,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.642,4ca9bf,29.82816,34.3445,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.664,4ca9bf,29.82816,34.3445,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.954,4ca9bf,29.82816,34.3445,28875,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:07Z.974,4ca9bf,29.829025,34.344054,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.173,4ca9bf,29.829025,34.344054,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.339,4ca9bf,29.829025,34.344054,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.374,4ca9bf,29.829025,34.344054,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.474,4ca9bf,29.829025,34.344054,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.544,4ca9bf,29.829987,34.343579,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.654,4ca9bf,29.829987,34.343579,28900,7327,KGL9268,768,335.9,399,436,1013,32000,4,,-34
04:10:08Z.834,4ca9bf,29.829987,34.343579,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.124,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.158,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.264,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.494,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.498,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.512,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.564,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.590,4ca9bf,29.830953,34.343046,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.644,4ca9bf,29.831838,34.342615,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.672,4ca9bf,29.831838,34.342615,28900,7327,KGL9268,768,335.8,400,436,1013,32000,4,,-34
04:10:09Z.814,4ca9bf,29.831838,34.342615,28900,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.171,4ca9bf,29.831838,34.342615,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.189,4ca9bf,29.831838,34.342615,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.214,4ca9bf,29.832779,34.3421,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.344,4ca9bf,29.832779,34.3421,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.464,4ca9bf,29.832779,34.3421,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.657,4ca9bf,29.832779,34.3421,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.714,4ca9bf,29.833649,34.341677,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.835,4ca9bf,29.833649,34.341677,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:10Z.841,4ca9bf,29.833649,34.341677,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-34
04:10:11Z.155,4ca9bf,29.834398,34.341269,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.164,4ca9bf,29.834398,34.341269,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.234,4ca9bf,29.834398,34.341269,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.334,4ca9bf,29.834398,34.341269,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.451,4ca9bf,29.834398,34.341269,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.644,4ca9bf,29.835205,34.340832,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.662,4ca9bf,29.835205,34.340832,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:11Z.704,4ca9bf,29.835205,34.340832,28925,7327,KGL9268,768,335.6,399,436,1013,32000,4,,-37
04:10:12Z.134,4ca9bf,29.835205,34.340832,28925,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:12Z.152,4ca9bf,29.835205,34.340832,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:12Z.174,4ca9bf,29.836121,34.340357,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:12Z.284,4ca9bf,29.836121,34.340357,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:12Z.584,4ca9bf,29.836819,34.34003,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:12Z.644,4ca9bf,29.836819,34.34003,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:12Z.684,4ca9bf,29.836819,34.34003,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.134,4ca9bf,29.83775,34.339546,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.163,4ca9bf,29.83775,34.339546,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.204,4ca9bf,29.83775,34.339546,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.235,4ca9bf,29.83775,34.339546,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.664,4ca9bf,29.83775,34.339546,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.674,4ca9bf,29.838638,34.339036,28950,7327,KGL9268,768,335.5,400,436,1013,32000,4,,-37
04:10:13Z.725,4ca9bf,29.838638,34.339036,28950,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:13Z.992,4ca9bf,29.838638,34.339036,28950,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.007,4ca9bf,29.838638,34.339036,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.018,4ca9bf,29.838638,34.339036,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.025,4ca9bf,29.838638,34.339036,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.029,4ca9bf,29.838638,34.339036,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.036,4ca9bf,29.838638,34.339036,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.075,4ca9bf,29.839325,34.338666,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.114,4ca9bf,29.839325,34.338666,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.172,4ca9bf,29.839325,34.338666,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.225,4ca9bf,29.839325,34.338666,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.255,4ca9bf,29.839325,34.338666,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.514,4ca9bf,29.839325,34.338666,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.615,4ca9bf,29.84024,34.338191,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.655,4ca9bf,29.84024,34.338191,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.745,4ca9bf,29.84024,34.338191,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.801,4ca9bf,29.84024,34.338191,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:14Z.806,4ca9bf,29.84024,34.338191,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.065,4ca9bf,29.840962,34.337822,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.222,4ca9bf,29.840962,34.337822,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.295,4ca9bf,29.840962,34.337822,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.315,4ca9bf,29.840962,34.337822,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.495,4ca9bf,29.841707,34.337445,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.647,4ca9bf,29.841707,34.337445,28975,7327,KGL9268,768,335.3,399,436,1013,32000,4,,-37
04:10:15Z.765,4ca9bf,29.841707,34.337445,28975,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:15Z.965,4ca9bf,29.842484,34.337029,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.125,4ca9bf,29.842484,34.337029,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.164,4ca9bf,29.842484,34.337029,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.185,4ca9bf,29.842484,34.337029,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.191,4ca9bf,29.842484,34.337029,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.382,4ca9bf,29.842484,34.337029,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.435,4ca9bf,29.843307,34.336607,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.657,4ca9bf,29.843307,34.336607,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.745,4ca9bf,29.843307,34.336607,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:16Z.925,4ca9bf,29.844128,34.336153,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.203,4ca9bf,29.844128,34.336153,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.265,4ca9bf,29.844128,34.336153,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.275,4ca9bf,29.844128,34.336153,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.451,4ca9bf,29.844128,34.336153,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.455,4ca9bf,29.845012,34.335668,29000,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.667,4ca9bf,29.845012,34.335668,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.835,4ca9bf,29.845012,34.335668,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:17Z.865,4ca9bf,29.845688,34.335286,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.191,4ca9bf,29.845688,34.335286,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.305,4ca9bf,29.845688,34.335286,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.335,4ca9bf,29.845688,34.335286,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.435,4ca9bf,29.846649,34.334811,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.680,4ca9bf,29.846649,34.334811,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.770,4ca9bf,29.846649,34.334811,29025,7327,KGL9268,768,335.2,399,436,1013,32000,4,,-37
04:10:18Z.775,4ca9bf,29.846649,34.334811,29025,7327,KGL9268,768,335.2,399,438,1013,32000,4,,-37
04:10:18Z.781,4ca9bf,29.846649,34.334811,29025,7327,KGL9268,768,335.2,399,438,1013,32000,4,,-37
04:10:18Z.835,4ca9bf,29.846649,34.334811,29025,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:18Z.965,4ca9bf,29.847572,34.334322,29025,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.195,4ca9bf,29.847572,34.334322,29025,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.345,4ca9bf,29.847572,34.334322,29025,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.395,4ca9bf,29.848271,34.333945,29025,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.605,4ca9bf,29.848271,34.333945,29025,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.632,4ca9bf,29.848271,34.333945,29050,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.647,4ca9bf,29.848271,34.333945,29050,7327,KGL9268,768,335,400,438,1013,32000,4,,-37
04:10:19Z.795,4ca9bf,29.848271,34.333945,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:19Z.955,4ca9bf,29.849213,34.333437,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:20Z.275,4ca9bf,29.849213,34.333437,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:20Z.315,4ca9bf,29.849213,34.333437,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:20Z.535,4ca9bf,29.850174,34.332909,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:20Z.638,4ca9bf,29.850174,34.332909,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:20Z.865,4ca9bf,29.850174,34.332909,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:21Z.115,4ca9bf,29.851157,34.332383,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:21Z.238,4ca9bf,29.851157,34.332383,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:21Z.475,4ca9bf,29.851157,34.332383,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:21Z.575,4ca9bf,29.851948,34.331952,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:21Z.642,4ca9bf,29.851948,34.331952,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:21Z.925,4ca9bf,29.851948,34.331952,29050,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.135,4ca9bf,29.852875,34.33143,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.158,4ca9bf,29.852875,34.33143,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.188,4ca9bf,29.852875,34.33143,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.405,4ca9bf,29.852875,34.33143,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.635,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.645,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.654,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.743,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.749,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.754,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.760,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,335,399,438,1013,32000,4,,-37
04:10:22Z.816,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.204,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.235,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.426,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.566,4ca9bf,29.853745,34.331008,29075,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.645,4ca9bf,29.853745,34.331008,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.665,4ca9bf,29.853745,34.331008,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:23Z.685,4ca9bf,29.855486,34.330067,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.066,4ca9bf,29.855486,34.330067,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.096,4ca9bf,29.856171,34.329687,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.188,4ca9bf,29.856171,34.329687,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.416,4ca9bf,29.856171,34.329687,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.536,4ca9bf,29.856171,34.329687,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.555,4ca9bf,29.856949,34.329265,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.616,4ca9bf,29.856949,34.329265,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.652,4ca9bf,29.856949,34.329265,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.665,4ca9bf,29.856949,34.329265,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:24Z.685,4ca9bf,29.856949,34.329265,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.006,4ca9bf,29.856949,34.329265,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.046,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.178,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.384,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.391,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.395,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.413,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.436,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.458,4ca9bf,29.857767,34.328829,29100,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.586,4ca9bf,29.858688,34.328314,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.686,4ca9bf,29.858688,34.328314,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:25Z.856,4ca9bf,29.858688,34.328314,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.066,4ca9bf,29.859467,34.327891,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.189,4ca9bf,29.859467,34.327891,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.286,4ca9bf,29.859467,34.327891,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.633,4ca9bf,29.859467,34.327891,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.636,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.638,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.686,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.696,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.711,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.716,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:26Z.722,4ca9bf,29.860467,34.327375,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.046,4ca9bf,29.861119,34.326998,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.276,4ca9bf,29.861119,34.326998,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.486,4ca9bf,29.861864,34.326621,29125,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.635,4ca9bf,29.861864,34.326621,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.796,4ca9bf,29.861864,34.326621,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.856,4ca9bf,29.861864,34.326621,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:27Z.916,4ca9bf,29.862579,34.326201,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.161,4ca9bf,29.862579,34.326201,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.396,4ca9bf,29.863403,34.325779,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.436,4ca9bf,29.863403,34.325779,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.626,4ca9bf,29.863403,34.325779,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.629,4ca9bf,29.863403,34.325779,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.886,4ca9bf,29.863403,34.325779,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:28Z.906,4ca9bf,29.864285,34.325328,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.396,4ca9bf,29.864285,34.325328,29150,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.446,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.451,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.556,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.637,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.672,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.676,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.936,4ca9bf,29.865169,34.324843,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:29Z.946,4ca9bf,29.866013,34.324405,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.436,4ca9bf,29.866013,34.324405,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.456,4ca9bf,29.866882,34.32393,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.546,4ca9bf,29.866882,34.32393,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.639,4ca9bf,29.866882,34.32393,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.683,4ca9bf,29.866882,34.32393,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.688,4ca9bf,29.866882,34.32393,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.694,4ca9bf,29.866882,34.32393,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.926,4ca9bf,29.867683,34.323497,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:30Z.966,4ca9bf,29.867683,34.323497,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:31Z.179,4ca9bf,29.867683,34.323497,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:31Z.476,4ca9bf,29.867683,34.323497,29175,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:31Z.496,4ca9bf,29.868614,34.322959,29200,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:31Z.626,4ca9bf,29.868614,34.322959,29200,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:31Z.647,4ca9bf,29.868614,34.322959,29200,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:32Z.006,4ca9bf,29.869492,34.322504,29200,7327,KGL9268,768,334.8,399,438,1013,32000,4,,-37
04:10:32Z.016,4ca9bf,29.869492,34.322504,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
04:10:32Z.189,4ca9bf,29.869492,34.322504,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
04:10:32Z.349,4ca9bf,29.869492,34.322504,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
04:10:32Z.449,4ca9bf,29.869492,34.322504,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
04:10:32Z.506,4ca9bf,29.870316,34.322081,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
04:10:32Z.536,4ca9bf,29.870316,34.322081,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
04:10:32Z.586,4ca9bf,29.870316,34.322081,29200,7327,KGL9268,768,334.9,400,438,1013,32000,4,,-37
